,height,link,weight
564,5-9,/players/J/JameDi00.htm,179lb
565,6-2,/players/J/JeweBo20.htm,198lb
566,5-11,/players/J/JurgSo00.htm,202lb
567,6-1,/players/K/KarrTe20.htm,245lb
568,6-3,/players/K/KatcJi00.htm,237lb
569,5-10,/players/K/KellKe20.htm,180lb
570,6-4,/players/K/KleiDi00.htm,254lb
571,6-2,/players/K/KoepKa20.htm,230lb
572,6-2,/players/K/KomaBi00.htm,229lb
573,6-2,/players/K/KonoBo20.htm,246lb
574,6-5,/players/L/LaphBi20.htm,238lb
575,6-2,/players/L/LeahJe20.htm,220lb
576,6-0,/players/L/LemeRa00.htm,238lb
577,6-0,/players/L/LeoxCh00.htm,240lb
578,6-0,/players/L/LiviWa00.htm,185lb
579,6-3,/players/L/LongBo21.htm,232lb
580,6-1,/players/L/LoscJa20.htm,205lb
581,6-0,/players/L/LottBi00.htm,203lb
582,5-11,/players/L/LoweGa20.htm,196lb
583,6-2,/players/L/LucaDi00.htm,213lb
584,6-4,/players/L/LuncDa20.htm,240lb
585,6-5,/players/M/MackDe00.htm,235lb
586,5-9,/players/M/ManoDo20.htm,242lb
587,6-2,/players/M/MarcJo00.htm,225lb
588,6-0,/players/M/MatsAr00.htm,217lb
589,6-4,/players/M/McCoDo20.htm,240lb
590,5-9,/players/M/McDoTo00.htm,178lb
591,6-0,/players/M/McIlDo00.htm,197lb
592,6-0,/players/M/MertJe00.htm,184lb
593,6-5,/players/M/MillJo23.htm,253lb
594,6-0,/players/M/MoegDi00.htm,195lb
595,6-1,/players/M/MoorHe20.htm,195lb
596,6-1,/players/M/MorrEa00.htm,205lb
597,6-2,/players/M/MorrRi20.htm,230lb
598,6-1,/players/M/MyhrSt20.htm,237lb
599,6-6,/players/N/NeryRo20.htm,247lb
600,6-1,/players/N/NoceJo20.htm,220lb
601,6-2,/players/N/NormJi20.htm,248lb
602,5-11,/players/N/NyerDi20.htm,177lb
603,6-3,/players/O/OsboCl20.htm,218lb
604,6-3,/players/O/OwenR.00.htm,197lb
605,6-0,/players/P/PaglJo00.htm,220lb
606,6-3,/players/P/ParkJi00.htm,273lb
607,6-2,/players/P/PellBo20.htm,233lb
608,6-0,/players/P/PerkWi20.htm,260lb
609,6-3,/players/P/PeteJe20.htm,290lb
610,6-2,/players/P/PittHu20.htm,223lb
611,5-10,/players/P/PricBi00.htm,208lb
612,6-2,/players/R/ReicJe00.htm,217lb
613,6-0,/players/R/RennBo00.htm,180lb
614,6-2,/players/R/RichPe00.htm,205lb
615,6-1,/players/R/RidlJi20.htm,181lb
616,5-10,/players/R/RunnTo20.htm,187lb
617,6-2,/players/R/RyanJo20.htm,235lb
618,6-3,/players/R/RychTo00.htm,220lb
619,6-0,/players/S/SchaDo20.htm,210lb
620,6-3,/players/S/ShofDe00.htm,186lb
621,5-10,/players/S/SimpJa21.htm,183lb
622,6-3,/players/S/SkorBo00.htm,249lb
623,5-11,/players/S/SommMi00.htm,190lb
624,6-1,/players/S/StarBa00.htm,197lb
625,6-5,/players/S/StruGe20.htm,239lb
626,6-2,/players/T/TaylJi21.htm,232lb
627,5-9,/players/T/TracTo00.htm,205lb
628,6-4,/players/T/TrasOr20.htm,260lb
629,6-0,/players/V/VereEd00.htm,190lb
630,6-0,/players/W/WhitJe00.htm,193lb
631,6-3,/players/W/WiggPa00.htm,242lb
632,5-11,/players/W/WoodAb00.htm,188lb
633,6-0,/players/W/WyanFr20.htm,200lb
634,6-4,/players/A/AlleDa20.htm,245lb
635,5-11,/players/A/ArneJo00.htm,197lb
636,6-1,/players/A/AschDa20.htm,220lb
637,6-1,/players/A/AtkiPe00.htm,230lb
638,6-3,/players/A/AvenJo20.htm,212lb
639,6-6,/players/B/BakeJo20.htm,279lb
640,5-11,/players/B/BarnBi00.htm,201lb
641,6-2,/players/B/BarnEr00.htm,201lb
642,6-3,/players/B/BarrBo21.htm,200lb
643,6-0,/players/B/BarrTe00.htm,189lb
644,6-0,/players/B/BeacWa20.htm,190lb
645,6-2,/players/B/BeckKe20.htm,245lb
646,6-3,/players/B/BennPh20.htm,225lb
647,6-1,/players/B/BotcRo20.htm,238lb
648,6-1,/players/B/BrodJo00.htm,198lb
649,6-2,/players/B/BrueCh20.htm,223lb
650,5-9,/players/B/BurtLe00.htm,172lb
651,6-1,/players/C/CallJa20.htm,200lb
652,6-1,/players/C/CampDi20.htm,227lb
653,5-11,/players/C/CannJo20.htm,185lb
654,5-10,/players/C/ChriDi00.htm,191lb
655,6-2,/players/C/ClarHo00.htm,215lb
656,6-5,/players/C/ColcDa20.htm,245lb
657,6-4,/players/C/ConnMi21.htm,247lb
658,6-2,/players/C/ConrBo00.htm,194lb
659,6-4,/players/C/CookEd00.htm,250lb
660,5-11,/players/C/CothPa20.htm,201lb
661,6-1,/players/C/CrawJi00.htm,205lb
662,6-2,/players/C/CrowJo00.htm,220lb
663,6-3,/players/C/CurrDa00.htm,235lb
664,6-5,/players/D/DaneEl00.htm,245lb
665,6-0,/players/D/DawsLe00.htm,190lb
666,6-2,/players/D/DayxTo00.htm,252lb
667,6-3,/players/D/DemkGe20.htm,240lb
668,6-0,/players/D/DerbDe00.htm,185lb
669,6-0,/players/D/DessDa00.htm,243lb
670,5-11,/players/D/DimiTo00.htm,200lb
671,6-3,/players/E/EppePa00.htm,225lb
672,5-11,/players/F/FrazAl00.htm,180lb
673,6-1,/players/G/GaliWi00.htm,187lb
674,6-3,/players/G/GilcCo00.htm,251lb
675,6-3,/players/G/GillDo20.htm,245lb
676,6-5,/players/G/GlasBi00.htm,252lb
677,6-0,/players/G/GordBo20.htm,195lb
678,6-3,/players/G/GordJo00.htm,248lb
679,6-3,/players/G/GossGe20.htm,240lb
680,6-3,/players/G/GreaGa20.htm,235lb
681,6-1,/players/H/HallKe00.htm,205lb
682,6-3,/players/H/HayeLa20.htm,220lb
683,6-3,/players/H/HayeRa00.htm,235lb
684,6-0,/players/H/HayeRu20.htm,217lb
685,6-1,/players/H/HennCh00.htm,187lb
686,6-4,/players/H/HenrUr20.htm,265lb
687,6-3,/players/H/HickGe00.htm,248lb
688,6-2,/players/H/HickLa00.htm,227lb
689,6-2,/players/H/HornPa00.htm,215lb
690,6-3,/players/H/HousJo20.htm,238lb
691,6-4,/players/H/HudsBi00.htm,270lb
692,6-1,/players/H/HumpBu00.htm,198lb
693,6-4,/players/J/JacoPr20.htm,258lb
694,6-2,/players/J/JobkBi20.htm,224lb
695,6-0,/players/J/JohnCu20.htm,215lb
696,6-0,/players/J/JohnGe20.htm,187lb
697,6-1,/players/J/JoneJi21.htm,204lb
698,6-2,/players/J/JordHe00.htm,248lb
699,6-3,/players/J/JunkSt00.htm,217lb
700,6-2,/players/K/KarrAl00.htm,248lb
701,6-1,/players/K/KellEl20.htm,235lb
702,6-1,/players/K/KempJa00.htm,201lb
703,6-2,/players/K/KendCh20.htm,165lb
704,6-3,/players/K/KeysHo20.htm,239lb
705,6-3,/players/K/KhayEd20.htm,240lb
706,6-1,/players/K/KnoxRo20.htm,198lb
707,6-0,/players/K/KowaWa00.htm,208lb
708,6-3,/players/K/KramRo00.htm,234lb
709,6-1,/players/K/KrisBi00.htm,233lb
710,6-0,/players/K/KrutLa00.htm,220lb
711,6-1,/players/L/LaraJa20.htm,220lb
712,6-2,/players/L/LassDi20.htm,222lb
713,6-1,/players/L/LeexBo20.htm,245lb
714,6-0,/players/L/LewiHa20.htm,200lb
715,6-2,/players/L/LiddDa20.htm,240lb
716,6-7,/players/L/LundLa00.htm,245lb
717,6-0,/players/M/MarqBo20.htm,220lb
718,6-0,/players/M/MaynDo00.htm,180lb
719,6-3,/players/M/McDoGe00.htm,225lb
720,6-2,/players/M/McFaNy00.htm,205lb
721,6-2,/players/M/McGeGe20.htm,255lb
722,6-0,/players/M/MercMi20.htm,220lb
723,6-4,/players/M/MereDu20.htm,280lb
724,6-2,/players/M/MichBi20.htm,240lb
725,6-2,/players/M/MichLo20.htm,243lb
726,6-0,/players/M/MitcBo00.htm,192lb
727,6-2,/players/M/MoorLe21.htm,240lb
728,5-10,/players/M/MorrJo02.htm,180lb
729,6-3,/players/M/MuelCh20.htm,230lb
730,5-11,/players/O/OrrxJi00.htm,185lb
731,6-2,/players/P/PaluJo00.htm,241lb
732,5-11,/players/P/PapaNi00.htm,190lb
733,6-1,/players/P/PeakCl00.htm,218lb
734,6-0,/players/P/PerlPh20.htm,220lb
735,6-0,/players/P/PhilDe20.htm,200lb
736,6-1,/players/P/PlumMi00.htm,205lb
737,6-0,/players/R/ReynM.00.htm,193lb
738,6-3,/players/R/RichAl21.htm,250lb
739,6-1,/players/R/RobeBo00.htm,195lb
740,6-4,/players/R/RubkKa20.htm,240lb
741,6-3,/players/R/RussKe20.htm,252lb
742,6-0,/players/S/SandMi00.htm,231lb
743,6-1,/players/S/SappTh00.htm,203lb
744,6-4,/players/S/SchmHe00.htm,254lb
745,6-4,/players/S/SelaGe20.htm,252lb
746,6-0,/players/S/ShinDo20.htm,232lb
747,6-2,/players/S/ShofJi20.htm,191lb
748,6-3,/players/S/SimeJo20.htm,257lb
749,6-4,/players/S/SmitBi23.htm,240lb
750,5-10,/players/S/SmitDa21.htm,180lb
751,6-5,/players/S/SmitHa20.htm,250lb
752,6-2,/players/S/StepTo00.htm,215lb
753,6-1,/players/S/SuttEd00.htm,205lb
754,5-11,/players/S/SymaJo20.htm,180lb
755,6-0,/players/T/TaylJi00.htm,214lb
756,6-2,/players/T/TaylLi00.htm,215lb
757,6-2,/players/T/ThomCl00.htm,196lb
758,6-4,/players/T/ThomJo00.htm,246lb
759,5-9,/players/T/TillJi00.htm,165lb
760,6-2,/players/T/TruaDa20.htm,236lb
761,6-2,/players/T/TubbJe00.htm,221lb
762,6-0,/players/V/ValdVe20.htm,190lb
763,6-2,/players/V/VoytEd20.htm,235lb
764,6-4,/players/W/WalsEd20.htm,243lb
765,5-11,/players/W/WaltJo01.htm,202lb
766,6-4,/players/W/WarzRo20.htm,250lb
767,6-4,/players/W/WattBo20.htm,247lb
768,5-11,/players/W/WebbKe00.htm,207lb
769,6-1,/players/W/WellJo01.htm,200lb
770,6-2,/players/W/WharHo20.htm,250lb
771,6-2,/players/W/WhitHa20.htm,225lb
772,6-3,/players/W/WhitJo00.htm,230lb
773,6-0,/players/Z/ZuccVi20.htm,187lb
774,6-2,/players/A/AddiTo00.htm,230lb
775,6-1,/players/A/AllaDo20.htm,188lb
776,6-3,/players/A/AndeAr21.htm,244lb
777,6-3,/players/A/AndeBi00.htm,211lb
778,6-4,/players/A/AtchJa00.htm,215lb
779,6-3,/players/B/BateTe20.htm,219lb
780,6-1,/players/B/BercBo20.htm,198lb
781,6-1,/players/B/BlazPh20.htm,235lb
782,6-1,/players/B/BossDo00.htm,212lb
783,6-6,/players/B/BradCh01.htm,255lb
784,6-2,/players/B/BrodBo00.htm,207lb
785,6-0,/players/B/BrodJ.00.htm,208lb
786,6-1,/players/B/BrowBi21.htm,230lb
787,6-4,/players/B/BrowCh21.htm,245lb
788,6-2,/players/B/BrowJi00.htm,232lb
789,6-2,/players/B/BrowRa21.htm,195lb
790,5-11,/players/B/BukaFr00.htm,195lb
791,6-4,/players/B/BurkJa20.htm,230lb
792,5-10,/players/B/BurtRo00.htm,190lb
793,6-1,/players/C/CaleJa00.htm,210lb
794,6-3,/players/C/CashJo20.htm,240lb
795,6-1,/players/C/ChurDo20.htm,253lb
796,6-0,/players/C/ColcJi00.htm,185lb
797,6-4,/players/C/CornJe00.htm,250lb
798,6-2,/players/C/CoroBo00.htm,195lb
799,6-2,/players/D/DeLuJe20.htm,247lb
800,6-2,/players/D/DeLuSa20.htm,250lb
801,6-4,/players/D/DewvWi00.htm,224lb
802,6-2,/players/D/DiamCh20.htm,262lb
803,6-7,/players/D/DiehJo20.htm,265lb
804,6-5,/players/D/DiscTo20.htm,240lb
805,6-5,/players/D/DonnBe20.htm,248lb
806,6-3,/players/D/DorsDi00.htm,200lb
807,6-0,/players/D/DougMe00.htm,204lb
808,6-3,/players/D/DukeMi20.htm,235lb
809,6-2,/players/E/EnisHu00.htm,195lb
810,6-4,/players/E/EvanJo22.htm,205lb
811,6-3,/players/F/FarrBo00.htm,217lb
812,5-11,/players/F/FranBo20.htm,182lb
813,6-1,/players/F/FranJo20.htm,195lb
814,6-3,/players/F/FrasJi20.htm,236lb
815,6-1,/players/G/GaulBi20.htm,185lb
816,6-2,/players/G/GibbJi00.htm,220lb
817,6-3,/players/G/GillFr00.htm,225lb
818,6-0,/players/G/GoldAl00.htm,204lb
819,6-5,/players/G/GrabGe20.htm,275lb
820,6-5,/players/G/GranRu20.htm,277lb
821,6-2,/players/G/GrayKe00.htm,245lb
822,5-11,/players/G/GreeBo20.htm,175lb
823,6-0,/players/G/GreeJe00.htm,190lb
824,6-0,/players/G/GromBi00.htm,194lb
825,6-1,/players/G/GrosLe00.htm,187lb
826,6-3,/players/G/GuyxBu20.htm,248lb
827,6-3,/players/G/GuziJo20.htm,231lb
828,6-3,/players/H/HealDo20.htm,259lb
829,5-10,/players/H/HenlCa00.htm,201lb
830,6-2,/players/H/HenrMi20.htm,220lb
831,6-1,/players/H/HergJo20.htm,216lb
832,6-0,/players/H/HernDo20.htm,195lb
833,6-3,/players/H/HillKi00.htm,212lb
834,5-9,/players/H/HowfBo20.htm,180lb
835,6-3,/players/H/HowlCh00.htm,228lb
836,6-1,/players/J/JackBo22.htm,190lb
837,5-11,/players/J/JackCh22.htm,180lb
838,6-3,/players/J/JelaJo20.htm,250lb
839,6-0,/players/J/JoneGe20.htm,200lb
840,5-10,/players/K/KeyeBo00.htm,183lb
841,6-0,/players/K/KeysBr00.htm,185lb
842,6-3,/players/K/KilcBo20.htm,245lb
843,6-2,/players/K/KimbBi00.htm,192lb
844,6-4,/players/K/KingPh00.htm,223lb
845,6-2,/players/K/KompJo20.htm,245lb
846,6-3,/players/K/KramJe00.htm,245lb
847,6-2,/players/K/KreiRi00.htm,208lb
848,6-2,/players/K/KuchFr20.htm,225lb
849,6-4,/players/L/LarpCa20.htm,235lb
850,6-3,/players/L/LeClRo20.htm,235lb
851,6-1,/players/L/LewiDa02.htm,199lb
852,6-2,/players/L/LewiJo20.htm,256lb
853,6-3,/players/L/LloyDa00.htm,247lb
854,6-4,/players/L/LoVeJo01.htm,280lb
855,6-0,/players/L/LowePa00.htm,205lb
856,6-2,/players/L/LyleLe00.htm,202lb
857,6-1,/players/L/LyncDi00.htm,202lb
858,6-1,/players/M/MajoJo20.htm,190lb
859,6-2,/players/M/McCaJi20.htm,240lb
860,6-2,/players/M/McCuJi20.htm,246lb
861,5-11,/players/M/McNeCh00.htm,180lb
862,6-2,/players/M/MeyeEd20.htm,240lb
863,6-4,/players/M/MillBi20.htm,270lb
864,6-1,/players/M/MorrDe01.htm,228lb
865,6-1,/players/N/NinoJi00.htm,206lb
866,6-1,/players/N/NisbJo00.htm,235lb
867,6-3,/players/N/NitsRa00.htm,235lb
868,6-1,/players/O/OBriFr20.htm,253lb
869,6-0,/players/P/PaceJa20.htm,195lb
870,6-2,/players/P/PardJa00.htm,225lb
871,5-11,/players/P/ParrBe00.htm,194lb
872,6-4,/players/P/PeteFl00.htm,254lb
873,6-1,/players/P/PhilJi00.htm,197lb
874,6-2,/players/P/PowePr00.htm,225lb
875,6-2,/players/R/RandSo00.htm,189lb
876,6-3,/players/R/RichJe00.htm,185lb
877,6-3,/players/R/RobeC.00.htm,202lb
878,6-1,/players/R/RoehBi20.htm,227lb
879,6-2,/players/R/RogeDo20.htm,240lb
880,6-2,/players/R/RushMa20.htm,223lb
881,6-3,/players/R/RyanFr00.htm,199lb
882,6-3,/players/S/SabaRo20.htm,245lb
883,6-1,/players/S/SampJo20.htm,203lb
884,5-11,/players/S/SapiRi20.htm,185lb
885,6-4,/players/S/SchmBo00.htm,248lb
886,6-4,/players/S/ScotJa20.htm,260lb
887,6-3,/players/S/ScraBo00.htm,225lb
888,6-5,/players/S/SestTo00.htm,267lb
889,5-9,/players/S/ShanJi20.htm,174lb
890,6-4,/players/S/ShirGe20.htm,260lb
891,6-0,/players/S/SimpJa20.htm,225lb
892,6-4,/players/S/SmitHu20.htm,217lb
893,6-1,/players/S/SmitJ.01.htm,210lb
894,6-2,/players/S/SmitJ.02.htm,250lb
895,6-2,/players/S/SmitZe20.htm,235lb
896,6-2,/players/S/SoltBo20.htm,205lb
897,6-4,/players/S/SoreJi20.htm,285lb
898,6-1,/players/S/StacBi00.htm,191lb
899,6-0,/players/S/StefJi20.htm,195lb
900,6-2,/players/S/StonJa20.htm,245lb
901,6-1,/players/S/StraBo00.htm,180lb
902,6-2,/players/S/StriBi23.htm,235lb
903,6-3,/players/S/SturJe00.htm,260lb
904,5-10,/players/S/SuthDo20.htm,193lb
905,6-1,/players/S/SwinJi00.htm,185lb
906,6-3,/players/T/TorcLa00.htm,250lb
907,6-2,/players/V/VereCa20.htm,247lb
908,6-2,/players/W/WagsJi20.htm,192lb
909,6-2,/players/W/WalkWa01.htm,225lb
910,6-2,/players/W/WhitBo24.htm,236lb
911,6-0,/players/W/WhitDa03.htm,189lb
912,6-1,/players/W/WillHo20.htm,190lb
913,6-3,/players/W/WilsJe21.htm,238lb
914,6-1,/players/W/WitcAl00.htm,200lb
915,6-2,/players/W/WittJo20.htm,238lb
916,5-9,/players/W/WomaJo00.htm,210lb
917,6-5,/players/W/WoodDi00.htm,205lb
918,5-10,/players/W/WoodWi00.htm,190lb
919,6-2,/players/W/WootJo00.htm,235lb
920,5-10,/players/W/WulfJi20.htm,184lb
921,6-4,/players/Y/YeatJa20.htm,245lb
922,6-2,/players/Y/YohoMa20.htm,230lb
923,6-4,/players/Y/YoumMa20.htm,251lb
924,6-4,/players/Y/YousFr20.htm,257lb
925,6-1,/players/A/AbruRa20.htm,194lb
926,6-3,/players/A/AdamJo00.htm,235lb
927,5-11,/players/A/AlleBu00.htm,193lb
928,6-4,/players/A/AlleDu00.htm,225lb
929,6-0,/players/A/AmesDa00.htm,185lb
930,6-4,/players/A/AndeRa00.htm,223lb
931,6-1,/players/A/ArmsRa20.htm,235lb
932,6-0,/players/B/BakeAr00.htm,220lb
933,6-0,/players/B/BakeDa00.htm,192lb
934,6-2,/players/B/BakeLa20.htm,240lb
935,6-1,/players/B/BanfTo00.htm,185lb
936,6-5,/players/B/BarnCh00.htm,230lb
937,5-11,/players/B/BarnTo00.htm,190lb
938,5-10,/players/B/BassDi00.htm,197lb
939,6-1,/players/B/BiscJo00.htm,190lb
940,5-11,/players/B/BoydBo01.htm,195lb
941,5-11,/players/B/BoynGe20.htm,190lb
942,6-3,/players/B/BradBy20.htm,243lb
943,6-2,/players/B/BranMe00.htm,230lb
944,6-4,/players/B/BrewJo00.htm,230lb
945,6-1,/players/B/BrowDo20.htm,205lb
946,6-5,/players/B/BrowRo03.htm,300lb
947,5-11,/players/B/BrowTi01.htm,198lb
948,6-5,/players/B/BryaBo00.htm,230lb
949,5-10,/players/B/ButlBi20.htm,189lb
950,6-1,/players/C/CannBi00.htm,207lb
951,6-2,/players/C/CarlWr00.htm,225lb
952,6-4,/players/C/CavaCa20.htm,245lb
953,6-3,/players/C/ChamDa00.htm,200lb
954,6-1,/players/C/ClarEr20.htm,220lb
955,6-6,/players/C/ClarMo20.htm,265lb
956,6-3,/players/C/CogdGa00.htm,200lb
957,6-0,/players/C/ColeFr20.htm,226lb
958,6-3,/players/C/ColvJi20.htm,252lb
959,6-1,/players/C/CordLo20.htm,250lb
960,6-3,/players/C/CoylRo20.htm,195lb
961,6-2,/players/C/CrawBi20.htm,235lb
962,6-1,/players/C/CverAn20.htm,243lb
963,6-1,/players/D/DaniCl00.htm,220lb
964,5-11,/players/D/DaniWi20.htm,190lb
965,6-5,/players/D/DaviPe20.htm,255lb
966,6-1,/players/D/DialBu00.htm,194lb
967,6-5,/players/D/DickPa20.htm,252lb
968,6-3,/players/D/DonaOs00.htm,195lb
969,6-0,/players/D/DonnRo20.htm,185lb
970,6-2,/players/D/DoveEd20.htm,181lb
971,6-3,/players/D/DowdMi20.htm,235lb
972,6-5,/players/D/DowlBo00.htm,224lb
973,6-1,/players/D/DrisJo20.htm,195lb
974,6-0,/players/D/DuncRa00.htm,185lb
975,6-7,/players/F/FannSt20.htm,270lb
976,6-2,/players/F/FeagWi20.htm,235lb
977,6-0,/players/F/FlemDo20.htm,188lb
978,6-1,/players/F/FlorTo00.htm,202lb
979,6-1,/players/F/FlowCh00.htm,220lb
980,5-10,/players/F/FowlWi00.htm,185lb
981,6-0,/players/F/FranTo20.htm,195lb
982,6-0,/players/F/FritEr20.htm,230lb
983,6-0,/players/G/GarrLa00.htm,195lb
984,6-1,/players/G/GlicFr00.htm,195lb
985,6-4,/players/G/GobxAr20.htm,230lb
986,6-3,/players/G/GrayMo20.htm,260lb
987,6-3,/players/G/GreeJo00.htm,198lb
988,6-1,/players/G/GregKe00.htm,190lb
989,6-4,/players/G/GrotBo20.htm,228lb
990,6-3,/players/G/GunnRi20.htm,253lb
991,6-5,/players/H/HageFr20.htm,242lb
992,5-10,/players/H/HaleDi20.htm,183lb
993,6-0,/players/H/HallRo01.htm,190lb
994,6-2,/players/H/HarrBo23.htm,225lb
995,5-11,/players/H/HarrDi20.htm,187lb
996,6-0,/players/H/HawkAl00.htm,190lb
997,6-0,/players/H/HaynAb00.htm,190lb
998,6-2,/players/H/HeadSh00.htm,240lb
999,6-3,/players/H/HousJi00.htm,240lb
1000,6-2,/players/H/HughGe00.htm,223lb
1001,6-4,/players/I/IzoxGe00.htm,218lb
1002,6-1,/players/J/JacoHa00.htm,226lb
1003,6-4,/players/J/JameDa20.htm,262lb
1004,6-5,/players/J/JamiAl00.htm,250lb
1005,6-1,/players/J/JamiDi00.htm,191lb
1006,6-1,/players/J/JeteBo00.htm,200lb
1007,6-2,/players/J/JohnPe21.htm,200lb
1008,6-1,/players/J/JohnRe01.htm,195lb
1009,6-3,/players/K/KammCa20.htm,243lb
1010,6-0,/players/K/KapeJo20.htm,240lb
1011,6-5,/players/K/KocoDa00.htm,240lb
1012,6-2,/players/K/KrakJo21.htm,195lb
1013,6-3,/players/K/KrolAl20.htm,230lb
1014,6-4,/players/K/KrueCh00.htm,256lb
1015,6-2,/players/L/LambPa20.htm,225lb
1016,6-1,/players/L/LawrDo20.htm,245lb
1017,6-1,/players/L/LeBeDi00.htm,185lb
1018,6-1,/players/L/LeoxJi20.htm,225lb
1019,6-1,/players/L/LetnCo20.htm,215lb
1020,6-6,/players/L/LewiMa20.htm,290lb
1021,6-5,/players/L/LindEr20.htm,258lb
1022,6-2,/players/L/LockBi20.htm,225lb
1023,6-2,/players/L/LockJ.00.htm,226lb
1024,5-11,/players/L/LookDe00.htm,185lb
1025,6-2,/players/L/LopaBi20.htm,235lb
1026,5-10,/players/M/MackRe00.htm,180lb
1027,5-11,/players/M/MaheBr20.htm,190lb
1028,6-3,/players/M/MannPe20.htm,208lb
1029,6-4,/players/M/MarsJi00.htm,248lb
1030,6-0,/players/M/MartBl00.htm,195lb
1031,6-1,/players/M/MaybDo00.htm,220lb
1032,6-1,/players/M/McCoJo00.htm,208lb
1033,5-11,/players/M/McDoDo20.htm,185lb
1034,6-2,/players/M/McGrDa20.htm,250lb
1035,6-0,/players/M/McMuCh00.htm,280lb
1036,5-11,/players/M/MeadEd00.htm,193lb
1037,6-2,/players/M/MemmDa20.htm,247lb
1038,5-10,/players/M/MessDa00.htm,175lb
1039,6-0,/players/M/MillAl00.htm,219lb
1040,6-2,/players/M/MilsCh20.htm,190lb
1041,5-11,/players/M/MootJi20.htm,177lb
1042,6-1,/players/M/MorrJo01.htm,210lb
1043,6-4,/players/M/MumlNi20.htm,255lb
1044,6-1,/players/N/NorrTr20.htm,194lb
1045,6-2,/players/N/NortRa00.htm,184lb
1046,6-3,/players/O/OsboTo00.htm,190lb
1047,6-2,/players/P/PaolBe20.htm,240lb
1048,6-0,/players/P/PaulDa00.htm,190lb
1049,6-2,/players/P/PietNi00.htm,225lb
1050,6-3,/players/P/PoweAr00.htm,211lb
1051,6-5,/players/P/PresJi20.htm,275lb
1052,6-1,/players/P/PtacBo20.htm,205lb
1053,6-3,/players/P/PylePa20.htm,247lb
1054,6-3,/players/R/RabbWa00.htm,204lb
1055,6-2,/players/R/RaboMi20.htm,239lb
1056,6-5,/players/R/RedmTo20.htm,250lb
1057,6-2,/players/R/ReifBo20.htm,250lb
1058,6-5,/players/R/RidgCo20.htm,211lb
1059,6-3,/players/R/RobbJo00.htm,238lb
1060,6-0,/players/R/RollDa00.htm,215lb
1061,6-2,/players/R/RowlJu20.htm,188lb
1062,6-3,/players/S/SchaDi00.htm,253lb
1063,6-0,/players/S/SchaJo20.htm,210lb
1064,6-3,/players/S/SchlMa20.htm,238lb
1065,6-4,/players/S/SchoBo21.htm,250lb
1066,6-1,/players/S/ScotBe20.htm,185lb
1067,6-1,/players/S/ScotGe20.htm,180lb
1068,5-11,/players/S/SczuSt20.htm,230lb
1069,6-4,/players/S/SedlRo20.htm,295lb
1070,6-3,/players/S/SherDa00.htm,210lb
1071,6-4,/players/S/ShieLe20.htm,250lb
1072,6-0,/players/S/ShocBi00.htm,185lb
1073,6-0,/players/S/ShonCh00.htm,200lb
1074,6-1,/players/S/SmitDa02.htm,210lb
1075,6-3,/players/S/SmitWi21.htm,255lb
1076,6-2,/players/S/SpikJa00.htm,210lb
1077,6-2,/players/S/StehRo20.htm,230lb
1078,6-1,/players/S/StonDo00.htm,205lb
1079,5-11,/players/T/TaylRo00.htm,186lb
1080,6-3,/players/T/ThomAa00.htm,210lb
1081,5-6,/players/T/TolaCh00.htm,199lb
1082,5-11,/players/V/VillDa21.htm,200lb
1083,6-0,/players/W/WaltLe20.htm,185lb
1084,6-3,/players/W/WardPa20.htm,247lb
1085,6-0,/players/W/WatkTo00.htm,195lb
1086,6-4,/players/W/WebsDa00.htm,220lb
1087,6-3,/players/W/WetoBo20.htm,240lb
1088,6-3,/players/W/WillFr02.htm,219lb
1089,6-7,/players/W/WillRo27.htm,265lb
1090,6-1,/players/W/WoodDu00.htm,200lb
1091,6-0,/players/Y/YohnDa20.htm,220lb
1092,6-1,/players/Z/ZemaBo00.htm,200lb
1093,6-2,/players/A/AdamKe00.htm,235lb
1094,6-2,/players/A/AldeGr00.htm,247lb
1095,6-1,/players/A/AmerGl20.htm,186lb
1096,6-2,/players/A/AndeBo01.htm,215lb
1097,6-2,/players/A/AndeTa00.htm,220lb
1098,6-0,/players/A/ApplJi00.htm,200lb
1099,6-2,/players/A/AsadDo00.htm,205lb
1100,6-2,/players/B/BailMo20.htm,180lb
1101,6-2,/players/B/BansAl20.htm,220lb
1102,6-3,/players/B/BarnEr20.htm,247lb
1103,6-0,/players/B/BattJi20.htm,240lb
1104,6-1,/players/B/BaugMa00.htm,227lb
1105,6-1,/players/B/BeavJi20.htm,235lb
1106,5-9,/players/B/BellJo00.htm,185lb
1107,6-3,/players/B/BemiAl00.htm,243lb
1108,5-11,/players/B/BethBo20.htm,190lb
1109,6-1,/players/B/BiviCh00.htm,212lb
1110,5-11,/players/B/BlaiGe00.htm,195lb
1111,6-5,/players/B/BoekJi20.htm,255lb
1112,5-11,/players/B/BohlDe00.htm,190lb
1113,6-2,/players/B/BreeRo00.htm,230lb
1114,6-2,/players/B/BritCh20.htm,180lb
1115,6-0,/players/B/BrooBo00.htm,215lb
1116,5-11,/players/B/BrowBi00.htm,228lb
1117,6-4,/players/B/BrowDo24.htm,250lb
1118,5-11,/players/B/BrowFr00.htm,185lb
1119,6-2,/players/B/BudrTo20.htm,245lb
1120,6-3,/players/B/BurfCh00.htm,220lb
1121,6-3,/players/B/BuzyBe20.htm,228lb
1122,6-0,/players/C/CallDa20.htm,230lb
