,height,link,weight
1123,6-3,/players/C/CampJo23.htm,225lb
1124,5-11,/players/C/ChilCl20.htm,186lb
1125,6-0,/players/C/ChriJi20.htm,218lb
1126,6-2,/players/C/ClinDo20.htm,230lb
1127,6-0,/players/C/ClouDa20.htm,195lb
1128,6-3,/players/C/CoiaAn00.htm,195lb
1129,6-2,/players/C/CoreWa00.htm,240lb
1130,6-4,/players/C/CowaCh00.htm,264lb
1131,5-11,/players/C/CoxxFr20.htm,200lb
1132,6-5,/players/C/CraiDo00.htm,200lb
1133,6-5,/players/C/CresBo00.htm,225lb
1134,6-4,/players/C/CrocMo00.htm,218lb
1135,6-1,/players/C/CrotJi20.htm,190lb
1136,6-0,/players/C/CrouJa00.htm,195lb
1137,6-1,/players/C/CrowWa00.htm,205lb
1138,6-2,/players/D/DaleCa00.htm,200lb
1139,6-2,/players/D/DaviDi20.htm,230lb
1140,6-3,/players/D/DaviRo22.htm,240lb
1141,6-2,/players/D/DaviSo20.htm,219lb
1142,6-2,/players/D/DayxAl20.htm,216lb
1143,6-2,/players/D/DeanTe00.htm,213lb
1144,6-2,/players/D/DeMaBo00.htm,248lb
1145,6-4,/players/D/DenvJo20.htm,245lb
1146,5-10,/players/D/DoelFr20.htm,190lb
1147,6-0,/players/D/DombLe20.htm,215lb
1148,6-1,/players/E/EifrJi20.htm,240lb
1149,6-1,/players/E/ElleDo20.htm,193lb
1150,6-3,/players/E/ElliRo20.htm,233lb
1151,6-3,/players/E/EllzCh20.htm,240lb
1152,6-0,/players/E/ElmoDo20.htm,188lb
1153,6-3,/players/E/EsteDo20.htm,250lb
1154,6-0,/players/F/FichRo20.htm,185lb
1155,6-1,/players/F/FielJe21.htm,222lb
1156,5-11,/players/F/FlemGe20.htm,188lb
1157,6-3,/players/F/FloyDo00.htm,245lb
1158,5-8,/players/F/FordFr00.htm,180lb
1159,6-5,/players/F/FranBi20.htm,255lb
1160,6-4,/players/F/FrosKe20.htm,242lb
1161,5-11,/players/G/GaitBo00.htm,210lb
1162,6-1,/players/G/GautPr00.htm,210lb
1163,5-10,/players/G/GavrMo20.htm,167lb
1164,6-5,/players/G/GilbTo21.htm,245lb
1165,6-2,/players/G/GillJo02.htm,240lb
1166,6-3,/players/G/GonsAu00.htm,210lb
1167,6-3,/players/G/GoodTo00.htm,245lb
1168,6-2,/players/G/GranCh20.htm,240lb
1169,6-0,/players/G/GranLa00.htm,210lb
1170,6-1,/players/G/GrecDi20.htm,230lb
1171,6-2,/players/G/GreeAl21.htm,216lb
1172,6-2,/players/G/GreeEr01.htm,205lb
1173,6-4,/players/G/GuesDi20.htm,255lb
1174,6-3,/players/H/HackDa20.htm,210lb
1175,6-1,/players/H/HarpDa00.htm,195lb
1176,5-11,/players/H/HarrBo22.htm,185lb
1177,6-0,/players/H/HawkWa00.htm,240lb
1178,6-2,/players/H/HeenPa20.htm,191lb
1179,6-4,/players/H/HoluE.00.htm,236lb
1180,6-2,/players/H/HoolHa20.htm,225lb
1181,6-0,/players/H/HornSa00.htm,198lb
1182,5-11,/players/H/HuntJi00.htm,255lb
1183,6-3,/players/J/JacoRa20.htm,285lb
1184,6-3,/players/J/JaneCh20.htm,253lb
1185,6-3,/players/J/JeraLu20.htm,235lb
1186,6-1,/players/J/JohnCh02.htm,200lb
1187,6-2,/players/J/JohnJi01.htm,187lb
1188,6-0,/players/J/JohnMa03.htm,203lb
1189,5-11,/players/J/JonaDo20.htm,195lb
1190,6-5,/players/J/JoneDe00.htm,272lb
1191,6-6,/players/J/JordLa20.htm,230lb
1192,5-9,/players/J/JuliFr20.htm,185lb
1193,6-3,/players/K/KaimKa20.htm,230lb
1194,6-2,/players/K/KappJo00.htm,215lb
1195,6-4,/players/K/KeckVa00.htm,215lb
1196,6-3,/players/K/KellGo20.htm,231lb
1197,6-0,/players/K/KempCh20.htm,235lb
1198,6-3,/players/K/KeneJo20.htm,255lb
1199,6-1,/players/K/KennTo00.htm,210lb
1200,6-2,/players/K/KhayBo20.htm,230lb
1201,5-11,/players/K/KimbEl20.htm,196lb
1202,5-11,/players/K/KingCl00.htm,185lb
1203,6-2,/players/K/KirkKe20.htm,230lb
1204,6-0,/players/K/KovaEd00.htm,195lb
1205,6-0,/players/K/KulbJo00.htm,185lb
1206,6-9,/players/L/LaddEr00.htm,290lb
1207,6-2,/players/L/LanpDa20.htm,230lb
1208,5-10,/players/L/LarsBi20.htm,190lb
1209,6-4,/players/L/LeexMo20.htm,225lb
1210,5-10,/players/L/LiviWa20.htm,192lb
1211,6-6,/players/L/LoftOs00.htm,218lb
1212,6-4,/players/L/LongCh01.htm,260lb
1213,6-4,/players/L/LongKe22.htm,285lb
1214,6-0,/players/L/LongMi00.htm,188lb
1215,6-0,/players/L/LucaRi00.htm,190lb
1216,6-1,/players/L/LuceLe00.htm,187lb
1217,6-4,/players/M/MacKJa00.htm,235lb
1218,6-3,/players/M/MagaMi20.htm,240lb
1219,6-0,/players/M/MaguPa20.htm,228lb
1220,6-0,/players/M/MajoBi20.htm,175lb
1221,5-11,/players/M/MartBi01.htm,197lb
1222,6-1,/players/M/MathBi00.htm,220lb
1223,6-4,/players/M/MattJo21.htm,240lb
1224,6-4,/players/M/MattRi20.htm,252lb
1225,6-1,/players/M/McDaWa20.htm,235lb
1226,6-2,/players/M/McFaKa00.htm,186lb
1227,6-1,/players/M/McGeMi20.htm,230lb
1228,6-3,/players/M/McInHu00.htm,228lb
1229,6-4,/players/M/McLeBo00.htm,240lb
1230,6-5,/players/M/McMiEr01.htm,275lb
1231,6-3,/players/M/MereDo00.htm,210lb
1232,6-4,/players/M/MerzCu20.htm,267lb
1233,6-3,/players/M/MessMa21.htm,225lb
1234,6-2,/players/M/MestFr00.htm,200lb
1235,6-3,/players/M/MichRi00.htm,242lb
1236,6-5,/players/M/MillCl20.htm,245lb
1237,6-2,/players/M/MingGe20.htm,216lb
1238,6-4,/players/M/MixxRo00.htm,250lb
1239,6-1,/players/M/MontMe20.htm,190lb
1240,6-2,/players/M/MoorTo00.htm,215lb
1241,6-4,/players/M/MorrRo21.htm,250lb
1242,6-0,/players/M/MorrTo21.htm,187lb
1243,5-11,/players/M/MostRi20.htm,188lb
1244,6-3,/players/M/MurcLe20.htm,205lb
1245,6-3,/players/M/MurpFr01.htm,205lb
1246,6-3,/players/N/NichMi20.htm,225lb
1247,6-4,/players/N/NofsTe00.htm,215lb
1248,6-3,/players/N/NormDi20.htm,209lb
1249,6-1,/players/N/NortDo00.htm,190lb
1250,6-3,/players/N/NortJi00.htm,190lb
1251,6-4,/players/O/OakeDo00.htm,255lb
1252,6-2,/players/O/OlsoHa00.htm,255lb
1253,6-0,/players/O/OnesLa20.htm,195lb
1254,6-2,/players/O/OttoJi00.htm,255lb
1255,5-10,/players/P/PerkDo00.htm,204lb
1256,6-0,/players/P/PesoDi20.htm,190lb
1257,6-3,/players/P/PetiRi00.htm,206lb
1258,6-1,/players/P/PittEl00.htm,204lb
1259,6-3,/players/P/PrebGe00.htm,225lb
1260,6-1,/players/P/PromVi00.htm,245lb
1261,6-3,/players/R/RemmDe20.htm,215lb
1262,6-3,/players/R/ReynAl20.htm,250lb
1263,6-2,/players/R/RichBo20.htm,245lb
1264,5-11,/players/R/RiveHa20.htm,180lb
1265,6-1,/players/R/RobiJo00.htm,205lb
1266,6-2,/players/R/RochPa00.htm,255lb
1267,6-4,/players/R/RohdLe00.htm,247lb
1268,6-3,/players/R/RomeTo00.htm,230lb
1269,6-3,/players/R/RossDa01.htm,210lb
1270,6-3,/players/R/RudoJa20.htm,225lb
1271,6-3,/players/R/RutkCh20.htm,248lb
1272,5-11,/players/S/ScalCh00.htm,210lb
1273,6-1,/players/S/SchmBo21.htm,235lb
1274,6-1,/players/S/SchwGe00.htm,205lb
1275,6-1,/players/S/ShanCa20.htm,198lb
1276,6-2,/players/S/ShawBi00.htm,258lb
1277,6-2,/players/S/ShawGl00.htm,220lb
1278,6-4,/players/S/ShoaRo20.htm,260lb
1279,6-1,/players/S/SimmBo21.htm,230lb
1280,6-0,/players/S/SimmLe20.htm,225lb
1281,6-0,/players/S/SimpWi00.htm,218lb
1282,5-11,/players/S/SmitBo01.htm,197lb
1283,6-2,/players/S/SmitRa00.htm,215lb
1284,6-4,/players/S/StalDo20.htm,250lb
1285,6-1,/players/S/StalJe20.htm,240lb
1286,6-1,/players/S/StanJa20.htm,190lb
1287,5-11,/players/S/StepHa00.htm,175lb
1288,6-3,/players/S/StepLa20.htm,250lb
1289,6-4,/players/S/SticMo00.htm,235lb
1290,6-1,/players/S/StinJi00.htm,230lb
1291,6-3,/players/S/StonSt20.htm,223lb
1292,6-0,/players/S/StovSm20.htm,227lb
1293,6-0,/players/S/StudPa00.htm,180lb
1294,6-1,/players/T/TerrMa00.htm,235lb
1295,6-1,/players/T/TidmSa20.htm,230lb
1296,6-3,/players/T/TobuNe20.htm,235lb
1297,6-1,/players/T/TownBo20.htm,180lb
1298,6-0,/players/U/UrenHe20.htm,182lb
1299,6-0,/players/W/WaldBo20.htm,190lb
1300,6-1,/players/W/WalkCl00.htm,205lb
1301,6-0,/players/W/WallHe20.htm,195lb
1302,6-1,/players/W/WashCl21.htm,197lb
1303,6-2,/players/W/WateBo00.htm,184lb
1304,6-0,/players/W/WelcJi20.htm,196lb
1305,6-2,/players/W/WellHa20.htm,220lb
1306,6-2,/players/W/WendJo21.htm,245lb
1307,6-3,/players/W/WestDa20.htm,190lb
1308,5-10,/players/W/WestWi00.htm,190lb
1309,6-2,/players/W/WhitBo22.htm,220lb
1310,6-1,/players/W/WhitHa00.htm,191lb
1311,6-5,/players/W/WilcJo20.htm,230lb
1312,6-0,/players/W/WilsLa00.htm,190lb
1313,5-11,/players/W/WinsPa20.htm,200lb
1314,6-1,/players/W/WiseGa20.htm,206lb
1315,6-2,/players/W/WolfWa20.htm,243lb
1316,6-1,/players/Y/YateBo20.htm,240lb
1317,6-0,/players/A/AddeHe00.htm,205lb
1318,6-1,/players/A/AlleCh00.htm,225lb
1319,6-0,/players/A/AlleDo01.htm,200lb
1320,6-0,/players/A/AntwHo00.htm,270lb
1321,6-3,/players/A/ArbaFr00.htm,240lb
1322,5-10,/players/B/BairBi20.htm,180lb
1323,6-2,/players/B/BarbSt00.htm,250lb
1324,6-4,/players/B/BarnGa00.htm,200lb
1325,6-3,/players/B/BarrJa00.htm,226lb
1326,6-2,/players/B/BassGl00.htm,202lb
1327,6-3,/players/B/BassNo20.htm,210lb
1328,6-1,/players/B/BearEd20.htm,226lb
1329,6-2,/players/B/BishSo00.htm,245lb
1330,6-2,/players/B/BowiLa20.htm,245lb
1331,6-1,/players/B/BoylJi00.htm,185lb
1332,6-2,/players/B/BradJi21.htm,205lb
1333,6-6,/players/B/BrewJi20.htm,280lb
1334,6-2,/players/B/BrooTo20.htm,235lb
1335,6-2,/players/B/BrowJo22.htm,248lb
1336,6-5,/players/B/BrowRo02.htm,260lb
1337,6-7,/players/B/BuchBu00.htm,270lb
1338,5-10,/players/B/BuddFr00.htm,187lb
1339,6-1,/players/B/BullAm00.htm,202lb
1340,6-2,/players/B/BuncFr00.htm,235lb
1341,6-3,/players/B/BundMi20.htm,255lb
1342,6-1,/players/B/BurcJe00.htm,195lb
1343,6-1,/players/B/BurnLe20.htm,195lb
1344,6-0,/players/B/BurrOd00.htm,190lb
1345,6-3,/players/C/CadwJo20.htm,230lb
1346,6-6,/players/C/CaroRe00.htm,236lb
1347,6-4,/players/C/CaseBe00.htm,215lb
1348,6-1,/players/C/ClemBo00.htm,208lb
1349,6-3,/players/C/ClemHe00.htm,195lb
1350,6-4,/players/C/CoffDo20.htm,190lb
1351,6-3,/players/C/CollJi00.htm,205lb
1352,6-4,/players/C/CoolBo00.htm,200lb
1353,6-3,/players/C/CoopBi00.htm,215lb
1354,5-10,/players/C/CounJo00.htm,170lb
1355,6-2,/players/C/CrosIr00.htm,195lb
1356,6-0,/players/C/CunnJi00.htm,224lb
1357,6-1,/players/C/CurrRo00.htm,185lb
1358,6-2,/players/D/DarrBe20.htm,230lb
1359,6-0,/players/D/DiamBi20.htm,240lb
1360,6-3,/players/D/DitkMi00.htm,228lb
1361,6-4,/players/D/DonoLe20.htm,245lb
1362,6-0,/players/D/DudlPa00.htm,185lb
1363,6-1,/players/E/EchoFa20.htm,258lb
1364,5-10,/players/E/EdgeBo00.htm,183lb
1365,6-1,/players/E/EdwaDa20.htm,225lb
1366,6-3,/players/E/EvanDa20.htm,210lb
1367,6-1,/players/E/EvanJi00.htm,190lb
1368,6-5,/players/F/FaisEa00.htm,270lb
1369,5-11,/players/F/FergBo00.htm,220lb
1370,6-5,/players/F/FergCh00.htm,217lb
1371,6-1,/players/F/FiccDa20.htm,245lb
1372,6-3,/players/F/FincKa20.htm,195lb
1373,6-4,/players/F/FlinGe00.htm,240lb
1374,6-5,/players/F/FolkLe00.htm,215lb
1375,6-0,/players/F/FrazCh00.htm,190lb
1376,6-3,/players/F/FrazWa20.htm,245lb
1377,6-3,/players/F/FronJo20.htm,255lb
1378,5-11,/players/F/FullCh00.htm,175lb
1379,5-9,/players/G/GallCh00.htm,175lb
1380,6-7,/players/G/GibbSo00.htm,230lb
1381,6-1,/players/G/GibsCl20.htm,190lb
1382,6-0,/players/G/GoosTo20.htm,235lb
1383,6-3,/players/G/GrahDa20.htm,250lb
1384,5-10,/players/G/GrayDa00.htm,187lb
1385,6-2,/players/G/GregGl00.htm,195lb
1386,6-1,/players/G/GrifJo20.htm,190lb
1387,6-2,/players/H/HagbRo00.htm,216lb
1388,6-2,/players/H/HallPe00.htm,200lb
1389,6-0,/players/H/HartDo20.htm,190lb
1390,5-11,/players/H/HatcRo20.htm,215lb
1391,6-3,/players/H/HawkRi00.htm,235lb
1392,6-4,/players/H/HayeLu00.htm,202lb
1393,6-2,/players/H/HaysHa20.htm,225lb
1394,6-2,/players/H/HectWi20.htm,220lb
1395,5-11,/players/H/HillJe00.htm,210lb
1396,6-5,/players/H/HintCh20.htm,257lb
1397,5-11,/players/H/HoakDi00.htm,195lb
1398,6-4,/players/H/HoyeLy20.htm,244lb
1399,6-4,/players/H/HultGe20.htm,250lb
1400,6-1,/players/H/HynePa20.htm,210lb
1401,6-1,/players/I/ImanKe20.htm,240lb
1402,6-1,/players/J/JackFr00.htm,185lb
1403,6-0,/players/J/JackLe01.htm,198lb
1404,5-11,/players/J/JoneWi00.htm,208lb
1405,6-0,/players/K/KerrJi20.htm,195lb
1406,6-0,/players/K/KilmBi00.htm,204lb
1407,6-4,/players/L/LageDi20.htm,228lb
1408,6-4,/players/L/LakeRo20.htm,279lb
1409,6-0,/players/L/LamsCh20.htm,190lb
1410,6-2,/players/L/LaneBo20.htm,222lb
1411,6-5,/players/L/LaRoDa20.htm,250lb
1412,6-3,/players/L/LarsGr00.htm,250lb
1413,6-1,/players/L/LeexJa00.htm,189lb
1414,6-5,/players/L/LillBo00.htm,260lb
1415,6-1,/players/L/LincKe00.htm,215lb
1416,6-3,/players/L/LindPa20.htm,265lb
1417,6-7,/players/L/LinnAu20.htm,235lb
1418,6-2,/players/L/LuccMi00.htm,230lb
1419,5-11,/players/L/LustBo20.htm,190lb
1420,6-3,/players/M/MariMa20.htm,250lb
1421,6-0,/players/M/MarsAm00.htm,218lb
1422,6-0,/players/M/MarsCh21.htm,180lb
1423,6-1,/players/M/MasoTo00.htm,196lb
1424,6-0,/players/M/MattTo00.htm,214lb
1425,6-4,/players/M/MaysJe00.htm,252lb
1426,6-3,/players/M/McAdBo20.htm,250lb
1427,6-3,/players/M/McClCu00.htm,227lb
1428,6-1,/players/M/McClMi20.htm,185lb
1429,6-5,/players/M/McCrBo21.htm,256lb
1430,6-4,/players/M/McDoRo00.htm,265lb
1431,6-3,/players/M/McGeBe00.htm,250lb
1432,6-1,/players/M/McGeJo20.htm,195lb
1433,6-0,/players/M/McMiJi21.htm,190lb
1434,6-0,/players/M/McRaBe20.htm,180lb
1435,6-3,/players/M/MillDi20.htm,240lb
1436,6-0,/players/M/MillRo01.htm,190lb
1437,5-10,/players/M/MintTo20.htm,178lb
1438,6-3,/players/M/MoorFr20.htm,255lb
1439,6-2,/players/M/MoreFr20.htm,258lb
1440,6-1,/players/M/MullDo20.htm,195lb
1441,6-2,/players/M/MurdJe20.htm,203lb
1442,5-11,/players/N/NeckTo20.htm,190lb
1443,6-4,/players/N/NickPe20.htm,240lb
1444,6-3,/players/N/NormPe00.htm,222lb
1445,6-4,/players/N/NorrJi20.htm,238lb
1446,6-4,/players/N/NovsJo20.htm,237lb
1447,6-2,/players/N/NugePh20.htm,195lb
1448,6-4,/players/N/NuttEd20.htm,246lb
1449,6-4,/players/O/OglePa20.htm,235lb
1450,6-0,/players/O/OHanRo20.htm,183lb
1451,5-11,/players/P/PareBo00.htm,190lb
1452,6-5,/players/P/ParkFr20.htm,270lb
1453,6-2,/players/P/PennTo20.htm,210lb
1454,6-2,/players/P/PerkJi20.htm,250lb
1455,6-3,/players/P/PerrPe20.htm,248lb
1456,6-2,/players/P/PeteKe20.htm,235lb
1457,6-2,/players/P/PottMy00.htm,232lb
1458,6-3,/players/P/PyleMi00.htm,250lb
1459,6-0,/players/R/RatkRa20.htm,195lb
1460,5-11,/players/R/ReedBo00.htm,187lb
1461,6-5,/players/R/ReesGu20.htm,258lb
1462,6-5,/players/R/ReynBo00.htm,265lb
1463,6-2,/players/R/RiceKe00.htm,240lb
1464,6-1,/players/R/RichWi00.htm,198lb
1465,6-1,/players/R/RievCh20.htm,218lb
1466,5-11,/players/R/RobiJe01.htm,190lb
1467,6-0,/players/R/RoboFr20.htm,220lb
1468,6-3,/players/R/RoedHe20.htm,230lb
1469,6-2,/players/R/RutgJo00.htm,255lb
1470,5-11,/players/S/ScarBo00.htm,192lb
1471,6-1,/players/S/SchiDo20.htm,205lb
1472,6-1,/players/S/ScibJo00.htm,256lb
1473,6-0,/players/S/ScotWi20.htm,215lb
1474,6-0,/players/S/SharEd21.htm,200lb
1475,6-1,/players/S/SheaPa20.htm,250lb
1476,5-11,/players/S/ShorJi20.htm,184lb
1477,6-2,/players/S/SmitGo00.htm,220lb
1478,6-1,/players/S/SmolMa00.htm,215lb
1479,6-4,/players/S/SneaNo00.htm,215lb
1480,6-0,/players/S/StarMa20.htm,195lb
1481,6-3,/players/S/StynAn20.htm,252lb
1482,5-10,/players/S/SuciBo20.htm,185lb
1483,6-5,/players/S/SuggWa00.htm,260lb
1484,6-3,/players/S/SullDa20.htm,250lb
1485,6-1,/players/T/TalaBo00.htm,255lb
1486,6-5,/players/T/TalbDo20.htm,255lb
1487,6-2,/players/T/TarbBr20.htm,230lb
1488,6-0,/players/T/TarrJe00.htm,190lb
1489,6-1,/players/T/TaylJo20.htm,200lb
1490,5-11,/players/T/ThomBo21.htm,188lb
1491,6-4,/players/T/ThomDo23.htm,240lb
1492,6-1,/players/T/ThorBi00.htm,215lb
1493,5-10,/players/T/TrayJe00.htm,190lb
1494,6-6,/players/T/TyreJi00.htm,280lb
1495,6-1,/players/V/VandRo00.htm,185lb
1496,6-3,/players/V/VargLa20.htm,215lb
1497,6-1,/players/V/VollJi00.htm,205lb
1498,6-0,/players/W/WalkMi20.htm,235lb
1499,5-11,/players/W/WarrJi00.htm,175lb
1500,5-10,/players/W/WebbDo00.htm,182lb
1501,5-10,/players/W/WegeBu20.htm,245lb
1502,5-9,/players/W/WestMe00.htm,190lb
1503,6-3,/players/W/WheeEr00.htm,235lb
1504,6-1,/players/W/WheeMa00.htm,190lb
1505,6-0,/players/W/WhitBu22.htm,185lb
1506,6-1,/players/W/WhitFr21.htm,240lb
1507,6-3,/players/W/WildBe20.htm,245lb
1508,6-0,/players/W/WilsBe00.htm,225lb
1509,6-0,/players/W/WinsKe20.htm,195lb
1510,6-2,/players/W/WinsLl00.htm,215lb
1511,5-11,/players/W/WoodBi20.htm,190lb
1512,6-2,/players/W/WoulMi20.htm,225lb
1513,6-4,/players/W/WrigEr01.htm,270lb
1514,5-11,/players/W/WrigJi21.htm,190lb
1515,6-3,/players/A/AbelBu20.htm,220lb
1516,6-5,/players/A/AdamTo01.htm,215lb
1517,6-0,/players/A/AlwoLa00.htm,184lb
1518,6-6,/players/A/AndrGe00.htm,250lb
1519,5-11,/players/B/BakkJi20.htm,200lb
1520,6-1,/players/B/BallGa00.htm,215lb
1521,5-11,/players/B/BealNo20.htm,170lb
1522,6-4,/players/B/BellBo00.htm,228lb
1523,6-1,/players/B/BettEd20.htm,235lb
1524,6-1,/players/B/BiodDe20.htm,250lb
1525,6-4,/players/B/BirdDa00.htm,250lb
1526,6-1,/players/B/BlaiEd20.htm,240lb
1527,6-1,/players/B/BlanSi00.htm,200lb
1528,6-2,/players/B/BoliBo20.htm,240lb
1529,6-1,/players/B/BoyeGa00.htm,238lb
1530,6-1,/players/B/BreaDo00.htm,205lb
1531,6-5,/players/B/BrocCl20.htm,268lb
1532,6-1,/players/B/BrowTo21.htm,192lb
1533,6-1,/players/B/BrowWi01.htm,195lb
1534,6-2,/players/B/BryaCh20.htm,220lb
1535,6-5,/players/B/BuddEd00.htm,265lb
1536,6-0,/players/B/BullRo00.htm,200lb
1537,5-11,/players/B/BuonNi00.htm,220lb
1538,6-3,/players/B/BurrJo00.htm,185lb
1539,6-0,/players/B/BursJi20.htm,175lb
1540,6-1,/players/B/ButlBo20.htm,230lb
1541,6-1,/players/B/ByerKe20.htm,240lb
1542,6-0,/players/B/ByrnBi20.htm,240lb
1543,6-4,/players/C/CadiJi20.htm,240lb
1544,6-2,/players/C/CaroJo00.htm,265lb
1545,6-3,/players/C/CasePe20.htm,245lb
1546,5-10,/players/C/CharCa20.htm,202lb
1547,5-11,/players/C/ChleEd00.htm,175lb
1548,6-1,/players/C/ClarMi20.htm,205lb
1549,6-5,/players/C/CoanBe00.htm,220lb
1550,6-5,/players/C/CollGa00.htm,215lb
1551,6-2,/players/C/CompDi00.htm,190lb
1552,6-5,/players/C/ContJo20.htm,260lb
1553,6-1,/players/C/CrabCl20.htm,192lb
1554,6-1,/players/C/CradNa00.htm,220lb
1555,6-4,/players/C/CrosDa20.htm,245lb
1556,6-1,/players/C/CrumHa00.htm,205lb
1557,6-5,/players/C/CutsGa20.htm,245lb
1558,6-8,/players/D/DaviBe00.htm,275lb
1559,6-3,/players/D/DaviDo00.htm,225lb
1560,6-4,/players/D/DeanFl20.htm,236lb
1561,6-3,/players/D/DeFeNi20.htm,250lb
1562,6-1,/players/D/DixoHe00.htm,230lb
1563,6-0,/players/E/EiscMi20.htm,190lb
1564,6-5,/players/E/EiseLa00.htm,250lb
1565,6-3,/players/E/ElweJa00.htm,200lb
1566,6-3,/players/E/ErlaTo00.htm,235lb
1567,6-0,/players/F/FarmLo20.htm,220lb
1568,5-10,/players/F/FergLa00.htm,195lb
1569,5-9,/players/F/FiscPa00.htm,170lb
1570,6-0,/players/F/FontWa20.htm,190lb
1571,5-11,/players/F/FowlBo00.htm,212lb
1572,6-3,/players/F/FowlJe20.htm,255lb
1573,6-5,/players/G/GabrRo00.htm,220lb
1574,6-0,/players/G/GaecMi20.htm,190lb
1575,6-3,/players/G/GassRo20.htm,260lb
1576,6-2,/players/G/GaubDe20.htm,232lb
1577,6-1,/players/G/GillRo00.htm,200lb
1578,6-1,/players/G/GlasGl00.htm,205lb
1579,6-5,/players/G/GoodIr00.htm,255lb
1580,6-4,/players/G/GreeAl23.htm,190lb
1581,6-3,/players/G/GreeCo00.htm,208lb
1582,6-1,/players/G/GrifGl00.htm,200lb
1583,6-3,/players/G/GrosEa00.htm,220lb
1584,6-1,/players/G/GursAl20.htm,215lb
1585,6-1,/players/H/HadlJo00.htm,214lb
1586,5-10,/players/H/HallGa00.htm,216lb
1587,6-1,/players/H/HallTo00.htm,195lb
1588,6-4,/players/H/HandLa20.htm,250lb
1589,5-11,/players/H/HarrWe20.htm,185lb
1590,6-4,/players/H/HayeJi20.htm,263lb
1591,6-1,/players/H/HayeWe00.htm,220lb
1592,6-3,/players/H/HensGa20.htm,200lb
1593,6-2,/players/H/HernJo00.htm,180lb
1594,6-3,/players/H/HillJe21.htm,240lb
1595,5-11,/players/H/HillMa00.htm,225lb
1596,6-2,/players/H/HollEd20.htm,235lb
1597,6-5,/players/H/HolmPa00.htm,255lb
1598,6-3,/players/H/HudsDi00.htm,272lb
1599,6-6,/players/H/HullBi20.htm,245lb
1600,6-3,/players/H/HultDo20.htm,241lb
1601,6-1,/players/H/HumpBo21.htm,240lb
1602,6-1,/players/H/HuntBo00.htm,185lb
1603,6-2,/players/I/InmaJe20.htm,256lb
1604,6-1,/players/I/IsbeJo20.htm,243lb
1605,6-3,/players/J/JackBo01.htm,238lb
1606,6-3,/players/J/JackFr20.htm,225lb
1607,6-0,/players/J/JackRo24.htm,210lb
1608,5-11,/players/J/JancBo20.htm,178lb
1609,6-3,/players/J/JaniTo00.htm,190lb
1610,6-0,/players/J/JaquPe00.htm,185lb
1611,6-2,/players/J/JoexBi00.htm,235lb
1612,6-2,/players/K/KellBo23.htm,270lb
1613,6-1,/players/K/KerbRa00.htm,190lb
1614,6-1,/players/K/KillCh00.htm,205lb
1615,6-0,/players/K/KindKe00.htm,221lb
1616,6-1,/players/K/KircBi20.htm,235lb
1617,6-3,/players/K/KiroLo20.htm,248lb
1618,6-4,/players/K/KostRo20.htm,260lb
1619,6-1,/players/K/KronGa20.htm,200lb
1620,6-5,/players/L/LarsGa00.htm,261lb
1621,6-5,/players/L/LassIk00.htm,270lb
1622,6-2,/players/L/LestDa00.htm,228lb
1623,6-2,/players/L/LindMi00.htm,220lb
1624,6-5,/players/L/LiscTo20.htm,264lb
1625,6-4,/players/L/LomaJo20.htm,250lb
1626,6-2,/players/M/MarsFr20.htm,205lb
1627,6-3,/players/M/MazzJe20.htm,240lb
1628,6-1,/players/M/McClKe00.htm,190lb
1629,6-2,/players/M/McCuBo20.htm,245lb
1630,6-1,/players/M/McKeMa00.htm,235lb
1631,6-2,/players/M/McNeCl00.htm,187lb
1632,6-6,/players/M/MeyeJo21.htm,276lb
1633,5-11,/players/M/MichTo00.htm,215lb
1634,6-0,/players/M/MillAl21.htm,228lb
1635,6-1,/players/M/MillBi01.htm,195lb
1636,6-3,/players/M/MillFr00.htm,250lb
1637,5-11,/players/M/MitcCh00.htm,185lb
1638,6-0,/players/M/MitcWi20.htm,185lb
1639,6-2,/players/M/MitiBo20.htm,232lb
1640,6-5,/players/M/MoorCh20.htm,237lb
1641,6-0,/players/M/MorgBo21.htm,205lb
1642,6-1,/players/M/MuhlHo20.htm,215lb
1643,6-0,/players/N/NeigBi00.htm,250lb
1644,5-11,/players/N/NeumTo00.htm,205lb
1645,6-3,/players/O/OBraEd20.htm,255lb
1646,6-5,/players/O/OlseMe00.htm,270lb
1647,6-3,/players/P/ParkEr20.htm,253lb
1648,5-11,/players/P/PashBi20.htm,185lb
1649,6-1,/players/P/PateHe20.htm,232lb
1650,6-4,/players/P/PercMa20.htm,220lb
1651,6-0,/players/P/PerkAr00.htm,225lb
1652,6-2,/players/P/PettNe00.htm,198lb
1653,6-4,/players/P/PineEd20.htm,235lb
1654,6-1,/players/P/PlyxBo20.htm,190lb
1655,6-4,/players/P/PoagRa00.htm,208lb
1656,6-3,/players/P/PoimLa20.htm,225lb
1657,6-2,/players/P/PoweJo00.htm,215lb
1658,6-2,/players/P/PricJi20.htm,225lb
1659,5-10,/players/R/RaimDa20.htm,195lb
1660,6-4,/players/R/ReedLe20.htm,240lb
1661,6-2,/players/R/RiceAn20.htm,268lb
1662,6-3,/players/R/RussPa20.htm,255lb
1663,6-4,/players/S/SaulBi20.htm,224lb
1664,5-11,/players/S/SaxtJi00.htm,173lb
1665,6-5,/players/S/SiemCh20.htm,270lb
