,height,link,weight
564,6-1,/players/t/tothpa01.shtml,175lb
565,5-11,/players/t/tracedi01.shtml,160lb
566,6-1,/players/v/valenfr01.shtml,190lb
567,6-6,/players/v/vealebo01.shtml,212lb
568,6-3,/players/w/wickeda01.shtml,188lb
569,6-5,/players/w/willido02.shtml,218lb
570,6-1,/players/w/wilsone01.shtml,175lb
571,5-11,/players/w/wyattjo02.shtml,200lb
572,6-0,/players/a/adairje01.shtml,175lb
573,5-11,/players/a/amaroru01.shtml,170lb
574,6-1,/players/b/baldsja01.shtml,175lb
575,6-0,/players/b/barkera01.shtml,192lb
576,6-2,/players/b/belinbo01.shtml,191lb
577,6-1,/players/b/bellga01.shtml,196lb
578,5-11,/players/b/bloombu01.shtml,175lb
579,6-0,/players/b/borosst01.shtml,185lb
580,6-2,/players/b/bradyji01.shtml,185lb
581,6-3,/players/b/bronsji01.shtml,196lb
582,6-1,/players/b/burdefr01.shtml,170lb
583,5-11,/players/b/burtoel01.shtml,160lb
584,6-2,/players/b/buzhajo01.shtml,195lb
585,5-11,/players/c/camildo02.shtml,195lb
586,6-3,/players/c/carroto01.shtml,186lb
587,5-10,/players/c/causewa01.shtml,175lb
588,5-9,/players/c/chacoel01.shtml,160lb
589,6-0,/players/c/ciscoga01.shtml,200lb
590,5-11,/players/c/cokerji01.shtml,195lb
591,6-0,/players/c/cookcl01.shtml,185lb
592,5-10,/players/c/cottich01.shtml,175lb
593,6-0,/players/d/dalrycl01.shtml,195lb
594,5-7,/players/d/davalvi01.shtml,150lb
595,5-11,/players/d/davisja01.shtml,160lb
596,6-1,/players/d/demerjo01.shtml,195lb
597,6-0,/players/d/drottdi01.shtml,185lb
598,6-5,/players/d/drysddo01.shtml,190lb
599,6-2,/players/e/edwardo01.shtml,215lb
600,5-11,/players/e/eilerda01.shtml,188lb
601,5-10,/players/f/felleja01.shtml,185lb
602,6-2,/players/f/fisheed02.shtml,200lb
603,6-2,/players/f/fossla01.shtml,187lb
604,6-1,/players/g/gainejo01.shtml,190lb
605,6-2,/players/g/gerarda01.shtml,205lb
606,6-1,/players/g/gladdfr01.shtml,220lb
607,6-0,/players/g/goldeji01.shtml,175lb
608,5-10,/players/g/gondeje01.shtml,180lb
609,5-9,/players/g/gonzato01.shtml,170lb
610,6-0,/players/g/grahawa01.shtml,200lb
611,6-2,/players/h/handrve01.shtml,185lb
612,6-3,/players/h/hawkiwy01.shtml,195lb
613,6-1,/players/h/henryro01.shtml,180lb
614,6-2,/players/h/herrsri01.shtml,187lb
615,6-2,/players/h/hobbigl01.shtml,195lb
616,6-1,/players/h/hoernjo01.shtml,200lb
617,6-2,/players/h/hookja01.shtml,182lb
618,6-7,/players/h/howarfr01.shtml,255lb
619,5-8,/players/h/howsedi01.shtml,155lb
620,6-1,/players/j/javieju01.shtml,175lb
621,5-10,/players/j/johnsbo02.shtml,175lb
622,6-2,/players/j/jonesha01.shtml,194lb
623,6-0,/players/k/killeha01.shtml,195lb
624,6-0,/players/k/killeev01.shtml,190lb
625,5-11,/players/k/kubisja01.shtml,170lb
626,6-1,/players/k/kunkebi01.shtml,187lb
627,6-1,/players/l/lamabja01.shtml,198lb
628,6-0,/players/l/landrdo01.shtml,180lb
629,6-3,/players/l/latmaba01.shtml,210lb
630,6-0,/players/l/leekge01.shtml,185lb
631,6-4,/players/l/lejafr01.shtml,205lb
632,5-11,/players/l/lindsch02.shtml,175lb
633,6-2,/players/l/lockdo01.shtml,195lb
634,6-3,/players/l/lumenra01.shtml,185lb
635,6-2,/players/m/martij.01.shtml,188lb
636,5-11,/players/m/mathica01.shtml,195lb
637,5-11,/players/m/mazerbi01.shtml,183lb
638,5-10,/players/m/mcanaji01.shtml,196lb
639,6-3,/players/m/mcavoto01.shtml,200lb
640,6-1,/players/m/mckniji01.shtml,185lb
641,6-4,/players/m/mcmanji01.shtml,215lb
642,6-0,/players/m/mcnerje01.shtml,180lb
643,6-1,/players/m/milesdo01.shtml,210lb
644,5-11,/players/m/monbobi01.shtml,190lb
645,6-0,/players/n/nelsome01.shtml,185lb
646,6-3,/players/n/nelsote01.shtml,205lb
647,6-1,/players/n/nottedo01.shtml,190lb
648,6-0,/players/p/perraro01.shtml,180lb
649,6-0,/players/p/pfistda01.shtml,187lb
650,5-11,/players/p/posadle01.shtml,175lb
651,6-1,/players/p/pritcbu01.shtml,195lb
652,6-1,/players/r/reedho01.shtml,195lb
653,6-0,/players/r/renfrma01.shtml,180lb
654,6-3,/players/r/richadu01.shtml,200lb
655,6-4,/players/r/ritchja01.shtml,175lb
656,6-0,/players/r/roberda02.shtml,184lb
657,6-1,/players/r/robinea01.shtml,190lb
658,5-9,/players/r/robinfl01.shtml,175lb
659,6-0,/players/r/rowedo01.shtml,180lb
660,6-1,/players/s/sadowte01.shtml,190lb
661,5-9,/players/s/schafji01.shtml,170lb
662,6-6,/players/s/schwado01.shtml,200lb
663,6-4,/players/s/sheldro01.shtml,185lb
664,5-10,/players/s/stangle01.shtml,170lb
665,6-0,/players/s/starrhe01.shtml,175lb
666,6-3,/players/s/stigmdi01.shtml,200lb
667,6-1,/players/s/swansre01.shtml,175lb
668,6-3,/players/t/terryra01.shtml,195lb
669,6-2,/players/t/thomale03.shtml,195lb
670,6-3,/players/t/troskha02.shtml,205lb
671,6-0,/players/t/tsitojo01.shtml,175lb
672,6-5,/players/w/willist02.shtml,230lb
673,6-1,/players/a/acklefr01.shtml,202lb
674,6-2,/players/a/allenbo04.shtml,175lb
675,6-2,/players/b/balsato01.shtml,185lb
676,5-11,/players/b/blemkra01.shtml,190lb
677,6-7,/players/b/bondwa01.shtml,228lb
678,6-0,/players/b/boyercl02.shtml,165lb
679,6-1,/players/b/breweji01.shtml,186lb
680,6-5,/players/b/briceal01.shtml,215lb
681,5-7,/players/b/bufordo01.shtml,160lb
682,5-11,/players/b/burrila01.shtml,170lb
683,6-4,/players/b/butlece01.shtml,195lb
684,6-0,/players/c/campbji01.shtml,190lb
685,6-3,/players/c/carmedu01.shtml,202lb
686,6-1,/players/c/carreca01.shtml,190lb
687,6-2,/players/c/cepedor01.shtml,210lb
688,6-1,/players/c/clintlo01.shtml,185lb
689,6-0,/players/c/cuellmi01.shtml,165lb
690,6-4,/players/c/cuetobe01.shtml,170lb
691,5-11,/players/c/curryto01.shtml,185lb
692,5-10,/players/c/curtija01.shtml,175lb
693,5-11,/players/d/damasja01.shtml,168lb
694,6-1,/players/d/dillado01.shtml,200lb
695,6-4,/players/d/donohji01.shtml,190lb
696,6-4,/players/e/egandi02.shtml,193lb
697,5-11,/players/e/eliale01.shtml,175lb
698,6-2,/players/e/emeryca01.shtml,205lb
699,6-2,/players/f/farlebo01.shtml,200lb
700,6-0,/players/f/fostela01.shtml,185lb
701,6-0,/players/g/geigega01.shtml,168lb
702,6-0,/players/g/giallbo01.shtml,175lb
703,6-0,/players/g/goetzjo01.shtml,185lb
704,6-5,/players/g/goldypu01.shtml,200lb
705,6-0,/players/g/gonzape01.shtml,176lb
706,6-3,/players/g/grahabi02.shtml,217lb
707,6-2,/players/g/grzenjo01.shtml,180lb
708,6-4,/players/h/halleto01.shtml,195lb
709,6-2,/players/h/harknti01.shtml,182lb
710,5-11,/players/h/hartmbo01.shtml,185lb
711,6-3,/players/h/haywobi01.shtml,205lb
712,6-3,/players/h/hickmji02.shtml,192lb
713,6-2,/players/h/hillda01.shtml,170lb
714,6-0,/players/h/horlejo01.shtml,170lb
715,6-0,/players/j/jacobja01.shtml,175lb
716,6-1,/players/j/jamesch01.shtml,195lb
717,5-10,/players/j/johnsst01.shtml,180lb
718,6-1,/players/j/johnsre01.shtml,202lb
719,6-0,/players/k/kendeal01.shtml,185lb
720,5-10,/players/k/klausbo01.shtml,170lb
721,6-2,/players/k/kostrfr01.shtml,190lb
722,5-10,/players/k/kuhnke01.shtml,175lb
723,6-3,/players/l/leebo01.shtml,225lb
724,6-0,/players/l/lehewji01.shtml,185lb
725,5-11,/players/l/lookde01.shtml,185lb
726,5-9,/players/l/lopezar01.shtml,170lb
727,5-11,/players/m/mackego01.shtml,175lb
728,6-0,/players/m/maricju01.shtml,185lb
729,6-0,/players/m/marquro01.shtml,190lb
730,6-0,/players/m/millela01.shtml,195lb
731,6-1,/players/m/morhamo01.shtml,185lb
732,6-1,/players/m/mudroph01.shtml,190lb
733,6-3,/players/n/nischro01.shtml,205lb
734,6-2,/players/o/o'rouch01.shtml,195lb
735,6-0,/players/o/o'tooji01.shtml,190lb
736,6-4,/players/p/pagliji01.shtml,210lb
737,5-8,/players/p/penaro01.shtml,170lb
738,6-2,/players/p/perezge01.shtml,200lb
739,6-2,/players/p/peterga01.shtml,200lb
740,5-11,/players/p/pizarju01.shtml,170lb
741,5-10,/players/p/pleisbi01.shtml,170lb
742,6-6,/players/r/radatdi01.shtml,230lb
743,5-10,/players/r/raymocl01.shtml,175lb
744,6-3,/players/r/reganph01.shtml,200lb
745,6-1,/players/r/robinbr01.shtml,180lb
746,6-0,/players/s/sadowbo01.shtml,175lb
747,6-1,/players/s/savagte01.shtml,185lb
748,6-4,/players/s/schafjo01.shtml,195lb
749,5-10,/players/s/schilch01.shtml,160lb
750,6-4,/players/s/schurwa01.shtml,185lb
751,6-0,/players/s/seguidi01.shtml,190lb
752,6-0,/players/s/seyfrgo01.shtml,185lb
753,5-9,/players/s/shortbi01.shtml,170lb
754,6-4,/players/s/shortch02.shtml,205lb
755,6-3,/players/s/siebeso01.shtml,190lb
756,6-2,/players/s/siebldw01.shtml,184lb
757,6-1,/players/s/smallji01.shtml,180lb
758,6-1,/players/s/smithch04.shtml,170lb
759,5-10,/players/s/smithge04.shtml,170lb
760,5-11,/players/s/sprigge01.shtml,175lb
761,6-5,/players/s/stalltr01.shtml,204lb
762,6-0,/players/s/stoweha01.shtml,170lb
763,6-4,/players/s/sundigo01.shtml,215lb
764,6-1,/players/t/tayloro01.shtml,195lb
765,6-4,/players/t/thiesda01.shtml,205lb
766,6-3,/players/t/thomage01.shtml,190lb
767,6-1,/players/t/tiefeve01.shtml,190lb
768,6-4,/players/t/tillmbo01.shtml,205lb
769,6-0,/players/t/tyrivda01.shtml,175lb
770,6-3,/players/v/vandufr01.shtml,180lb
771,6-1,/players/v/velazfr01.shtml,185lb
772,6-1,/players/w/wardpe01.shtml,185lb
773,5-10,/players/w/warwica01.shtml,170lb
774,6-0,/players/w/webstra01.shtml,175lb
775,6-0,/players/w/weekljo01.shtml,200lb
776,6-3,/players/w/withrco01.shtml,197lb
777,6-1,/players/w/woodja01.shtml,163lb
778,5-9,/players/a/alouma01.shtml,160lb
779,5-11,/players/a/alvarro01.shtml,183lb
780,5-11,/players/a/alvisma01.shtml,185lb
781,6-2,/players/a/andercr01.shtml,205lb
782,6-2,/players/a/asprobo01.shtml,170lb
783,6-2,/players/b/baldwda01.shtml,200lb
784,5-11,/players/b/banksge01.shtml,185lb
785,6-0,/players/b/barbest01.shtml,195lb
786,6-3,/players/b/boozejo01.shtml,205lb
787,6-1,/players/b/bowensa01.shtml,188lb
788,5-11,/players/b/brownca01.shtml,190lb
789,6-1,/players/b/bruckfr01.shtml,185lb
790,5-10,/players/b/brumlmi01.shtml,195lb
791,6-4,/players/b/bryanbi01.shtml,200lb
792,5-11,/players/b/burdabo01.shtml,174lb
793,6-2,/players/b/butteto01.shtml,195lb
794,6-0,/players/c/cannich01.shtml,190lb
795,5-11,/players/c/cardele01.shtml,160lb
796,5-10,/players/c/carpifr01.shtml,172lb
797,6-0,/players/c/choatdo01.shtml,185lb
798,6-0,/players/c/cowanbi01.shtml,170lb
799,5-11,/players/d/dela_mi01.shtml,175lb
800,6-1,/players/d/dicksji01.shtml,185lb
801,6-4,/players/e/edwarjo01.shtml,220lb
802,6-2,/players/e/elliola01.shtml,200lb
803,6-1,/players/e/estrach01.shtml,185lb
804,5-10,/players/f/fairlro01.shtml,175lb
805,5-9,/players/f/floodcu01.shtml,165lb
806,6-1,/players/g/gatewau01.shtml,170lb
807,5-11,/players/g/georgal01.shtml,170lb
808,6-0,/players/g/gibbsja01.shtml,180lb
809,6-0,/players/g/gigonno01.shtml,195lb
810,6-1,/players/g/gregole01.shtml,180lb
811,6-0,/players/h/hallji02.shtml,175lb
812,6-0,/players/h/hamilja01.shtml,200lb
813,6-3,/players/h/hansero02.shtml,190lb
814,6-4,/players/h/heffnbo01.shtml,200lb
815,6-1,/players/h/henribo01.shtml,185lb
816,6-1,/players/h/herbero01.shtml,195lb
817,6-3,/players/h/herrnjo01.shtml,215lb
818,6-3,/players/h/hughedi01.shtml,195lb
819,6-4,/players/h/huntke02.shtml,200lb
820,6-1,/players/j/jimenma01.shtml,185lb
821,6-2,/players/j/johnsde01.shtml,200lb
822,6-1,/players/j/jonesma01.shtml,180lb
823,6-4,/players/k/kaatji01.shtml,205lb
824,6-1,/players/k/knoopbo01.shtml,170lb
825,6-4,/players/k/kochal01.shtml,195lb
826,5-10,/players/k/kopliho01.shtml,190lb
827,6-3,/players/l/lemaydi01.shtml,190lb
828,6-1,/players/l/linesdi01.shtml,175lb
829,6-1,/players/l/lipskbo01.shtml,180lb
830,6-3,/players/l/lockebo02.shtml,200lb
831,6-1,/players/m/mahafar01.shtml,185lb
832,5-11,/players/m/mcbeaal01.shtml,165lb
833,6-0,/players/m/mccabjo01.shtml,190lb
834,6-2,/players/m/mccormi03.shtml,195lb
835,6-4,/players/m/mccovwi01.shtml,198lb
836,6-0,/players/m/mcfaror01.shtml,180lb
837,6-2,/players/m/michage01.shtml,183lb
838,6-3,/players/m/minchdo01.shtml,205lb
839,6-0,/players/m/moellro01.shtml,180lb
840,6-1,/players/m/moorhbo01.shtml,208lb
841,6-1,/players/m/moranal01.shtml,190lb
842,5-10,/players/m/motama01.shtml,160lb
843,6-1,/players/n/nippeme01.shtml,175lb
844,6-1,/players/o/olivato01.shtml,175lb
845,5-11,/players/o/olivaed01.shtml,180lb
846,6-3,/players/o/orsinjo01.shtml,215lb
847,5-11,/players/o/oylerra01.shtml,165lb
848,5-11,/players/p/pavledo01.shtml,190lb
849,6-4,/players/p/perryga01.shtml,205lb
850,5-11,/players/p/pinsova01.shtml,170lb
851,5-10,/players/p/plaskel01.shtml,195lb
852,6-4,/players/p/princdo01.shtml,200lb
853,5-11,/players/q/quirkar01.shtml,170lb
854,5-11,/players/r/ranewme01.shtml,170lb
855,6-0,/players/r/renifha01.shtml,215lb
856,6-0,/players/r/richago01.shtml,185lb
857,6-2,/players/r/rodgebu01.shtml,190lb
858,5-10,/players/r/rolliri01.shtml,185lb
859,6-4,/players/r/romanbi01.shtml,190lb
860,6-0,/players/r/roznovi01.shtml,170lb
861,6-0,/players/r/ruizch01.shtml,169lb
862,6-2,/players/s/sadowbo02.shtml,195lb
863,6-1,/players/s/samueam01.shtml,170lb
864,5-11,/players/s/schrete01.shtml,175lb
865,5-10,/players/s/sealejo01.shtml,155lb
866,6-2,/players/s/shetrba01.shtml,190lb
867,6-3,/players/s/spansbi01.shtml,195lb
868,6-1,/players/s/staffbi01.shtml,188lb
869,6-3,/players/s/stubimo01.shtml,220lb
870,5-11,/players/t/tartajo01.shtml,165lb
871,6-1,/players/t/treshto01.shtml,180lb
872,6-1,/players/w/wardja01.shtml,185lb
873,6-1,/players/w/washbra01.shtml,205lb
874,6-0,/players/w/weisal01.shtml,160lb
875,6-2,/players/w/werhajo01.shtml,200lb
876,6-2,/players/w/werlege01.shtml,196lb
877,5-10,/players/w/wertdo01.shtml,162lb
878,5-8,/players/w/whitemi02.shtml,160lb
879,6-1,/players/w/whitffr01.shtml,190lb
880,6-1,/players/w/willibi01.shtml,175lb
881,5-11,/players/w/willida04.shtml,165lb
882,6-1,/players/w/winebo01.shtml,187lb
883,6-3,/players/z/zipfebu01.shtml,200lb
884,6-3,/players/a/aaronto01.shtml,190lb
885,6-0,/players/a/allenbe01.shtml,175lb
886,6-0,/players/a/azcuejo01.shtml,190lb
887,6-3,/players/b/bassno01.shtml,205lb
888,6-2,/players/b/beaucji01.shtml,190lb
889,6-3,/players/b/bennede01.shtml,192lb
890,6-4,/players/b/bolinbo01.shtml,185lb
891,6-2,/players/b/bouldca01.shtml,180lb
892,6-0,/players/b/boutoji01.shtml,170lb
893,6-0,/players/b/brancha01.shtml,175lb
894,6-5,/players/b/braunjo01.shtml,218lb
895,5-11,/players/b/brocklo01.shtml,170lb
896,5-11,/players/b/brownga01.shtml,220lb
897,5-10,/players/c/callijo01.shtml,175lb
898,6-3,/players/c/cartyri01.shtml,200lb
899,6-0,/players/c/clemedo01.shtml,180lb
900,6-0,/players/c/clinety01.shtml,170lb
901,6-1,/players/c/connoed02.shtml,190lb
902,5-11,/players/c/culleja01.shtml,170lb
903,6-0,/players/d/davidte01.shtml,192lb
904,6-2,/players/d/davisto02.shtml,195lb
905,6-3,/players/d/derriji01.shtml,190lb
906,5-11,/players/d/doylepa01.shtml,172lb
907,6-4,/players/d/duckwji01.shtml,194lb
908,5-10,/players/f/fernach02.shtml,160lb
909,6-1,/players/f/ferraal01.shtml,200lb
910,6-2,/players/f/fisheja01.shtml,215lb
911,6-1,/players/g/gibsoru01.shtml,195lb
912,5-10,/players/g/gilgu01.shtml,180lb
913,5-11,/players/g/giustda01.shtml,190lb
914,6-0,/players/g/gotayju01.shtml,180lb
915,6-0,/players/g/grillgu01.shtml,188lb
916,5-8,/players/h/heathbi01.shtml,175lb
917,6-2,/players/h/hendlbo01.shtml,190lb
918,5-10,/players/h/hershmi01.shtml,175lb
919,6-2,/players/h/hickmje01.shtml,186lb
920,6-3,/players/h/higgide01.shtml,180lb
921,6-0,/players/h/hippahe01.shtml,180lb
922,6-1,/players/j/josepri01.shtml,192lb
923,6-3,/players/k/keegaed01.shtml,165lb
924,5-11,/players/k/klimclo01.shtml,180lb
925,6-1,/players/k/kreutfr01.shtml,175lb
926,6-4,/players/k/krugch01.shtml,200lb
927,6-1,/players/l/lawreji01.shtml,185lb
928,6-1,/players/l/lemasde01.shtml,182lb
929,6-1,/players/l/lewisjo01.shtml,189lb
930,6-1,/players/l/linzph01.shtml,180lb
931,5-10,/players/l/luploal01.shtml,175lb
932,5-10,/players/m/martihe02.shtml,160lb
933,5-11,/players/m/maxvida01.shtml,157lb
934,5-11,/players/m/mcauldi01.shtml,176lb
935,6-2,/players/m/mcdanvo01.shtml,180lb
936,6-4,/players/m/mcilwst01.shtml,195lb
937,6-2,/players/m/meyerbo01.shtml,185lb
938,6-2,/players/m/mikkepe01.shtml,210lb
939,6-1,/players/m/millebo04.shtml,180lb
940,6-0,/players/m/mooreja01.shtml,180lb
941,6-0,/players/n/neigeal01.shtml,195lb
942,6-2,/players/n/nendi01.shtml,200lb
943,6-2,/players/n/nichoda01.shtml,215lb
944,6-1,/players/n/niekrph01.shtml,180lb
945,6-3,/players/n/northji01.shtml,190lb
946,6-4,/players/o/o'donjo02.shtml,203lb
947,6-2,/players/o/ortegph01.shtml,170lb
948,5-11,/players/o/osteecl01.shtml,160lb
949,6-3,/players/p/pappami01.shtml,190lb
950,6-1,/players/p/parkewe01.shtml,180lb
951,6-7,/players/p/parsoto01.shtml,210lb
952,6-1,/players/p/priddbo01.shtml,200lb
953,6-1,/players/q/quilifr01.shtml,170lb
954,5-11,/players/r/richepe01.shtml,165lb
955,5-10,/players/r/rojasco01.shtml,160lb
956,5-11,/players/r/rosarsa01.shtml,165lb
957,6-3,/players/s/shannmi01.shtml,195lb
958,5-10,/players/s/shoemch01.shtml,155lb
959,6-2,/players/s/smithdi02.shtml,205lb
960,6-0,/players/s/smithwi02.shtml,182lb
961,6-0,/players/s/stewaji01.shtml,165lb
962,5-11,/players/s/stillro01.shtml,165lb
963,5-11,/players/s/stroued01.shtml,180lb
964,6-3,/players/t/taltoti01.shtml,200lb
965,6-1,/players/t/tayloha04.shtml,187lb
966,6-2,/players/u/uhlaete01.shtml,190lb
967,5-8,/players/v/valdesa01.shtml,170lb
968,5-10,/players/v/versazo01.shtml,146lb
969,6-1,/players/w/walkeje01.shtml,195lb
970,6-0,/players/w/weaveji02.shtml,178lb
971,5-11,/players/w/willige01.shtml,165lb
972,6-0,/players/w/womacdo01.shtml,170lb
973,6-0,/players/w/woodsji01.shtml,175lb
974,5-11,/players/y/yastrca01.shtml,175lb
975,5-11,/players/z/zupofr01.shtml,182lb
976,6-2,/players/a/akerja01.shtml,190lb
977,6-0,/players/a/allenha02.shtml,190lb
978,5-10,/players/a/alleyge01.shtml,160lb
979,6-3,/players/a/alyeabr01.shtml,215lb
980,5-11,/players/a/austde01.shtml,180lb
981,6-4,/players/b/bairdbo01.shtml,195lb
982,6-4,/players/b/barryri01.shtml,205lb
983,6-3,/players/b/batemjo01.shtml,210lb
984,6-2,/players/b/batesde01.shtml,195lb
985,6-3,/players/b/beckri01.shtml,190lb
986,6-1,/players/b/beckegl01.shtml,190lb
987,5-11,/players/b/blacket01.shtml,190lb
988,6-2,/players/b/borkfr01.shtml,175lb
989,5-9,/players/b/bowliwe01.shtml,155lb
990,5-7,/players/b/brandro01.shtml,167lb
991,6-2,/players/b/brandbu01.shtml,200lb
992,5-10,/players/b/brownla01.shtml,160lb
993,6-1,/players/b/brownto03.shtml,190lb
994,6-0,/players/b/brunsar01.shtml,195lb
995,6-1,/players/b/burwedi01.shtml,190lb
996,6-1,/players/c/campbro01.shtml,180lb
997,6-3,/players/c/carloci01.shtml,205lb
998,6-0,/players/c/caterda01.shtml,170lb
999,6-2,/players/c/chancbo01.shtml,215lb
1000,5-11,/players/c/chavaos01.shtml,155lb
1001,5-9,/players/c/clarkho01.shtml,175lb
1002,6-0,/players/c/clonito01.shtml,210lb
1003,6-5,/players/c/craigpe01.shtml,220lb
1004,6-2,/players/d/daviswi02.shtml,180lb
1005,6-6,/players/d/debusda01.shtml,225lb
1006,6-3,/players/e/ellswdi01.shtml,180lb
1007,6-0,/players/f/fanokha01.shtml,180lb
1008,5-10,/players/f/faulbi01.shtml,184lb
1009,6-0,/players/f/fischha01.shtml,190lb
1010,6-4,/players/f/fosnoje01.shtml,195lb
1011,6-3,/players/f/frymawo01.shtml,197lb
1012,6-4,/players/g/gabrile02.shtml,210lb
1013,6-3,/players/g/gallado01.shtml,195lb
1014,6-2,/players/h/handsbi01.shtml,185lb
1015,6-3,/players/h/hannaji01.shtml,205lb
1016,5-9,/players/h/harpeto01.shtml,165lb
1017,6-1,/players/h/hendrel01.shtml,175lb
1018,5-11,/players/h/hernaja01.shtml,165lb
1019,5-11,/players/h/hernara01.shtml,165lb
1020,6-3,/players/h/hicksji01.shtml,205lb
1021,6-3,/players/h/housepa01.shtml,185lb
1022,5-10,/players/j/jamescl01.shtml,176lb
1023,5-9,/players/j/jimenel01.shtml,170lb
1024,5-11,/players/k/kelledi01.shtml,174lb
1025,6-4,/players/k/kelsobi01.shtml,215lb
1026,6-3,/players/k/kernege01.shtml,170lb
1027,6-0,/players/k/kolbga01.shtml,194lb
1028,6-1,/players/k/kooncca01.shtml,185lb
1029,5-10,/players/l/laboyco01.shtml,165lb
1030,6-1,/players/l/linzyfr01.shtml,190lb
1031,6-1,/players/l/lolicmi01.shtml,170lb
1032,6-2,/players/l/loundo01.shtml,185lb
1033,6-2,/players/m/malonji01.shtml,190lb
1034,5-11,/players/m/marqugo01.shtml,180lb
1035,5-10,/players/m/martito01.shtml,165lb
1036,6-4,/players/m/maxiela01.shtml,220lb
1037,6-0,/players/m/mccrato01.shtml,183lb
1038,6-0,/players/m/menkede01.shtml,185lb
1039,6-2,/players/m/metcato01.shtml,174lb
1040,5-10,/players/m/millero03.shtml,160lb
1041,5-8,/players/m/mottocu01.shtml,164lb
1042,6-1,/players/n/narumbu01.shtml,194lb
1043,6-0,/players/n/nossejo01.shtml,178lb
1044,5-10,/players/o/olivena01.shtml,160lb
1045,6-1,/players/o/ottbi01.shtml,180lb
1046,6-2,/players/p/pagemi01.shtml,210lb
1047,5-11,/players/p/papajo01.shtml,190lb
1048,6-2,/players/p/pepitjo01.shtml,185lb
1049,6-0,/players/p/perkice01.shtml,175lb
1050,6-0,/players/p/popovpa01.shtml,175lb
1051,5-10,/players/p/powelgr01.shtml,175lb
1052,6-3,/players/r/repozro01.shtml,190lb
1053,6-6,/players/r/roggega01.shtml,195lb
1054,5-11,/players/s/sadecra01.shtml,180lb
1055,5-10,/players/s/salmoch01.shtml,160lb
1056,6-2,/players/s/santijo02.shtml,185lb
1057,6-0,/players/s/santoro01.shtml,190lb
1058,6-1,/players/s/satrito01.shtml,185lb
1059,5-10,/players/s/shirlba01.shtml,183lb
1060,6-1,/players/s/skaugda01.shtml,179lb
1061,6-2,/players/s/smithpe01.shtml,190lb
1062,6-0,/players/s/sorrebi01.shtml,190lb
1063,6-2,/players/s/stargwi01.shtml,188lb
1064,6-2,/players/s/steevmo01.shtml,175lb
1065,6-0,/players/t/tiantlu01.shtml,180lb
1066,6-2,/players/t/tilloth01.shtml,195lb
1067,6-4,/players/t/timmeto01.shtml,215lb
1068,6-2,/players/t/torrejo01.shtml,212lb
1069,5-9,/players/t/tovarce01.shtml,155lb
1070,5-9,/players/v/vallehe01.shtml,180lb
1071,6-0,/players/v/vidaljo01.shtml,190lb
1072,6-4,/players/w/wagnega01.shtml,185lb
1073,5-8,/players/w/wallado02.shtml,165lb
1074,6-5,/players/w/wantzdi01.shtml,175lb
1075,5-11,/players/w/warneja02.shtml,190lb
1076,5-9,/players/a/alcarlu01.shtml,165lb
1077,6-2,/players/a/ardelda01.shtml,190lb
1078,6-1,/players/a/arrigge01.shtml,185lb
1079,5-7,/players/b/barbiji01.shtml,155lb
1080,6-0,/players/b/bartobo01.shtml,175lb
1081,6-2,/players/b/bearnla01.shtml,203lb
1082,6-0,/players/b/berryke01.shtml,175lb
1083,5-10,/players/b/blancda01.shtml,165lb
1084,6-1,/players/b/boccajo01.shtml,195lb
1085,6-1,/players/b/boehmle01.shtml,192lb
1086,6-0,/players/b/bonikjo01.shtml,175lb
1087,6-5,/players/b/brabege01.shtml,225lb
1088,6-2,/players/b/brennji02.shtml,180lb
1089,6-0,/players/b/brinked01.shtml,170lb
1090,6-1,/players/b/brownpa01.shtml,190lb
1091,6-1,/players/b/brubabr01.shtml,198lb
1092,6-5,/players/b/bryando01.shtml,200lb
1093,6-1,/players/c/carrocl02.shtml,178lb
1094,6-4,/players/c/casanpa01.shtml,180lb
1095,6-3,/players/c/chancde01.shtml,200lb
1096,6-0,/players/c/ciprifr01.shtml,180lb
1097,6-1,/players/c/clarkgl01.shtml,190lb
1098,6-1,/players/c/connobi01.shtml,180lb
1099,6-0,/players/c/corrapa01.shtml,180lb
1100,5-11,/players/c/coxbo01.shtml,180lb
1101,6-5,/players/c/coxca01.shtml,200lb
1102,6-2,/players/c/crideje01.shtml,200lb
1103,6-0,/players/c/culpra01.shtml,200lb
1104,6-2,/players/d/dalcabr01.shtml,205lb
1105,6-0,/players/d/davisro01.shtml,175lb
1106,6-1,/players/d/dietzdi01.shtml,195lb
1107,5-11,/players/d/downial01.shtml,175lb
1108,6-2,/players/e/edgerbi01.shtml,185lb
1109,6-1,/players/e/ellissa01.shtml,175lb
1110,6-0,/players/f/fanzoca01.shtml,200lb
1111,6-1,/players/f/fishefr01.shtml,180lb
1112,6-3,/players/f/freehbi01.shtml,203lb
1113,5-8,/players/f/frencji01.shtml,180lb
1114,6-1,/players/g/gagliph01.shtml,180lb
1115,5-9,/players/g/garrigi01.shtml,150lb
1116,5-10,/players/g/greendi01.shtml,180lb
1117,6-2,/players/h/harreke01.shtml,190lb
1118,5-10,/players/h/harrich02.shtml,185lb
1119,5-11,/players/h/hartji01.shtml,185lb
1120,5-10,/players/h/helmsto01.shtml,165lb
1121,6-2,/players/h/hubbske01.shtml,175lb
1122,6-0,/players/h/huntro01.shtml,186lb
